Pitcher,PitcherTeam,TaggedPitchType,Stuff+,RelSpeed,RelHeight,RelSide,Extension,InducedVertBreak,HorzBreak,AdjustedVAA,AdjustedHAA
"Starke, Ty",LOU_CAR,Sinker,92,86.02046965517242,4.714529310344828,-3.1480900000000003,7.062333793103448,6.5813486206896545,-18.963894482758622,0.3388606297792858,0.7382149179577379
"Gillies, Emmett",AKR_ZIP,Fastball,92,85.29840338842975,6.4170921487603305,0.3121507438016529,6.198031074380165,20.114155041322313,7.623256115702479,-0.6154657673552875,1.111648462255311
"Andrus, David",PAC_TIG,Fastball,92,83.64954196969697,5.651215909090909,-4.369773181818182,6.041139545454546,9.638022272727273,-11.941763636363635,-0.8685856905401738,2.738507183677733
"Gardner, Dylan",DIX_STE,Fastball,92,91.15942009756098,6.252683170731707,1.8565385853658538,5.947482170731707,15.527488,6.964872463414634,-0.3751233669367477,-0.5969603613768553
"White, Eddie",SOU_RED,Fastball,92,87.79720896551724,5.95883275862069,0.8560331034482759,6.351947931034482,19.26995896551724,12.28148620689655,-0.07477971775656508,0.962474386933701
"DiLella, Sam",LON_LAN,Fastball,92,89.51570000000001,6.0378871428571435,1.324595714285714,5.9049,16.919242857142855,7.994790000000001,-0.11002700227712132,0.15615832553274409
"Easterly, Reid",YAL_BUL,Fastball,92,88.32223339552239,5.301044999999999,-1.4888333208955224,6.04999447761194,11.592102126865672,-10.937115037313433,0.061726823785571906,-0.2863129235409828
"Cleary, Cole",HAR_CRI,Fastball,92,88.40345347058825,4.997670411764706,1.4782188823529412,5.6798329999999995,11.500177882352942,9.121793882352941,0.37735702888084915,0.07948516246723375
"Erbeck, Jack",FAI_STA,Fastball,92,87.923934,6.3241287999999996,0.454988,4.927464,17.817892,10.3025788,-0.5467620175154577,1.2944621609332205
"Downs, Sam",UMBC_RET,Fastball,92,90.3415304608295,5.4705899539170515,1.9079095852534564,6.789379078341014,13.348081520737328,15.78445124423963,0.23208969389220147,0.1739366401722218
